job_id,job_title,company_id,country_id,platform_id,experience_level,employment_type,salary_min_usd,salary_max_usd,remote_option,applicants_estimate,average_salary_usd
JOB-7041,Data Analyst,13,7,1005,Entry,Full-time,61931,86098,Remote,224,74015
JOB-7042,Data Scientist,1,13,1005,Senior,Part-time,148316,177215,Hybrid,481,162766
JOB-7043,Analytics Engineer,3,6,1002,Senior,Contract,122794,151954,Onsite,530,137374
JOB-7044,AI Engineer,10,1,1001,Entry,Part-time,160526,185717,Hybrid,360,173122
JOB-7045,Senior Data Engineer,17,13,1003,Entry,Contract,98049,114807,Remote,530,106428
JOB-7046,Machine Learning Engineer,4,2,1006,Mid,Full-time,135358,147787,Hybrid,516,141573
JOB-7047,Business Intelligence Analyst,12,1,1006,Entry,Full-time,88440,98455,Remote,18,93448
JOB-7048,Senior Data Engineer,1,7,1006,Entry,Contract,145643,161112,Remote,194,153378
JOB-7049,Senior Data Engineer,11,11,1002,Entry,Full-time,105704,117870,Remote,568,111787
JOB-7050,Machine Learning Engineer,5,5,1003,Lead,Part-time,122356,138140,Remote,398,130248
JOB-7051,Data Analyst,18,12,1004,Senior,Full-time,73661,85900,Hybrid,530,79781
JOB-7052,Analytics Engineer,8,1,1004,Mid,Contract,117231,123179,Onsite,11,120205
JOB-7053,Data Engineer,10,6,1003,Entry,Part-time,160574,176140,Onsite,517,168357
JOB-7054,Data Scientist,16,13,1003,Lead,Part-time,137685,148050,Onsite,24,142868
JOB-7055,Data Analyst,18,8,1006,Entry,Full-time,67213,93657,Onsite,60,80435
JOB-7056,Machine Learning Engineer,4,13,1006,Entry,Contract,152734,187029,Onsite,376,169882
JOB-7057,Data Analyst,4,3,1001,Mid,Part-time,77404,109423,Remote,496,93414
JOB-7058,Data Analyst,5,9,1006,Lead,Contract,60040,82459,Remote,311,71250
JOB-7059,Machine Learning Engineer,11,1,1002,Mid,Contract,144992,169171,Hybrid,503,157082
JOB-7060,Data Analyst,6,2,1001,Mid,Contract,69640,96391,Remote,491,83016
JOB-7061,Business Intelligence Analyst,20,4,1005,Entry,Contract,46002,77066,Onsite,546,61534
JOB-7062,Machine Learning Engineer,10,7,1003,Mid,Part-time,150797,185659,Remote,197,168228
JOB-7063,Senior Data Analyst,15,1,1001,Senior,Contract,51364,75185,Hybrid,395,63275
JOB-7064,Analytics Engineer,8,2,1004,Mid,Full-time,104478,123940,Hybrid,576,114209
JOB-7065,Data Engineer,9,8,1004,Entry,Part-time,147631,176355,Remote,547,161993
JOB-7066,Data Engineer,7,12,1006,Entry,Full-time,143792,169327,Hybrid,416,156560
JOB-7067,Data Analyst,3,13,1003,Senior,Part-time,63940,70722,Onsite,41,67331
JOB-7068,Data Engineer,17,11,1002,Senior,Full-time,151069,168984,Remote,557,160027
JOB-7069,Analytics Engineer,19,12,1002,Mid,Full-time,114511,140921,Remote,401,127716
JOB-7070,Data Scientist,4,5,1001,Entry,Full-time,106782,126425,Onsite,373,116604
JOB-7071,Data Scientist,18,12,1002,Mid,Full-time,83344,98443,Onsite,219,90894
JOB-7072,Senior Data Scientist,3,13,1002,Senior,Contract,122771,144955,Hybrid,396,133863
JOB-7073,Data Analyst,17,4,1001,Lead,Contract,72969,82320,Hybrid,162,77645
JOB-7074,Senior Data Engineer,10,11,1003,Senior,Part-time,106131,124765,Hybrid,468,115448
JOB-7075,Machine Learning Engineer,7,3,1001,Lead,Contract,154504,176881,Remote,495,165693
JOB-7076,Senior Data Scientist,14,13,1001,Entry,Full-time,108791,125244,Remote,530,117018
JOB-7077,Business Intelligence Analyst,17,6,1005,Senior,Part-time,49505,75273,Hybrid,128,62389
JOB-7078,Analytics Engineer,13,6,1004,Mid,Contract,171702,193735,Hybrid,226,182719
JOB-7079,AI Engineer,1,13,1004,Lead,Full-time,99046,119601,Hybrid,589,109324
JOB-7080,Senior Data Engineer,6,11,1003,Lead,Full-time,124340,138233,Onsite,527,131287
JOB-7081,Senior Data Engineer,5,5,1003,Lead,Part-time,95470,116800,Hybrid,592,106135
JOB-7082,AI Engineer,15,3,1002,Mid,Full-time,143995,173581,Onsite,145,158788
JOB-7083,Senior Data Scientist,5,6,1005,Mid,Contract,127378,142089,Onsite,152,134734
JOB-7084,Data Engineer,7,7,1001,Senior,Part-time,143808,156055,Onsite,435,149932
JOB-7085,Senior Data Scientist,15,2,1003,Entry,Contract,124726,147683,Remote,12,136205
JOB-7086,Senior Data Scientist,8,12,1002,Senior,Part-time,146738,151862,Hybrid,466,149300
JOB-7087,Machine Learning Engineer,14,2,1001,Lead,Full-time,106111,112783,Remote,255,109447
JOB-7088,Senior Data Engineer,2,8,1004,Mid,Full-time,149191,174429,Hybrid,35,161810
JOB-7089,Senior Data Analyst,13,13,1003,Lead,Part-time,54471,75098,Hybrid,9,64785
JOB-7090,Senior Data Scientist,2,13,1001,Lead,Full-time,125406,142899,Hybrid,334,134153
JOB-7091,Machine Learning Engineer,19,2,1003,Mid,Contract,179925,212258,Remote,221,196092
JOB-7092,Senior Data Analyst,3,1,1003,Lead,Full-time,55671,72765,Onsite,254,64218
JOB-7093,Data Analyst,12,11,1006,Senior,Full-time,65673,74636,Remote,289,70155
JOB-7094,Senior Data Engineer,3,3,1006,Mid,Contract,136866,157694,Hybrid,379,147280
JOB-7095,Senior Data Analyst,13,6,1003,Lead,Contract,70833,94460,Hybrid,42,82647
JOB-7096,Data Scientist,20,8,1004,Senior,Full-time,88224,116314,Hybrid,549,102269
JOB-7097,Senior Data Engineer,7,9,1006,Lead,Contract,154625,171999,Onsite,573,163312
JOB-7098,Data Engineer,2,10,1005,Senior,Contract,141606,157168,Onsite,500,149387
JOB-7099,AI Engineer,8,5,1003,Mid,Full-time,119432,134815,Onsite,78,127124
JOB-7100,Machine Learning Engineer,4,3,1002,Senior,Part-time,142995,161302,Remote,273,152149
JOB-7101,Analytics Engineer,11,5,1002,Entry,Full-time,151267,176139,Onsite,166,163703
JOB-7102,Machine Learning Engineer,17,12,1005,Entry,Contract,151053,185255,Onsite,384,168154
JOB-7103,Analytics Engineer,2,13,1001,Mid,Contract,100616,135502,Onsite,105,118059
JOB-7104,Data Scientist,7,4,1005,Lead,Contract,94107,100668,Hybrid,380,97388
JOB-7105,Data Scientist,2,9,1004,Lead,Contract,138581,148439,Hybrid,72,143510
JOB-7106,Business Intelligence Analyst,10,6,1001,Senior,Part-time,50037,67219,Hybrid,519,58628
JOB-7107,Senior Data Analyst,2,5,1002,Senior,Full-time,48226,63592,Hybrid,375,55909
JOB-7108,AI Engineer,14,11,1001,Senior,Part-time,159481,189295,Remote,180,174388
JOB-7109,Senior Data Analyst,2,11,1006,Lead,Full-time,58373,78964,Onsite,467,68669
JOB-7110,AI Engineer,6,1,1002,Lead,Full-time,128977,155973,Onsite,217,142475
JOB-7111,Senior Data Scientist,16,9,1001,Lead,Full-time,98520,108989,Remote,91,103755
JOB-7112,Data Engineer,18,2,1003,Entry,Contract,113435,142131,Onsite,185,127783
JOB-7113,Data Analyst,1,12,1001,Entry,Full-time,85373,102021,Remote,327,93697
JOB-7114,Analytics Engineer,11,13,1002,Lead,Contract,111934,130184,Hybrid,311,121059
JOB-7115,Data Scientist,6,4,1003,Senior,Part-time,90650,99211,Onsite,156,94931
JOB-7116,Senior Data Engineer,9,5,1004,Lead,Full-time,149398,179241,Hybrid,364,164320
JOB-7117,Analytics Engineer,9,3,1006,Mid,Part-time,170133,202508,Hybrid,22,186321
JOB-7118,Data Scientist,13,10,1006,Entry,Contract,100336,119588,Onsite,29,109962
JOB-7119,Machine Learning Engineer,19,1,1004,Senior,Part-time,123618,148133,Hybrid,205,135876
JOB-7120,Data Analyst,7,6,1002,Lead,Part-time,58075,63713,Remote,210,60894
JOB-7121,AI Engineer,1,11,1005,Senior,Part-time,159212,190992,Remote,287,175102
JOB-7122,Machine Learning Engineer,1,12,1006,Senior,Contract,117825,144975,Onsite,117,131400
JOB-7123,Machine Learning Engineer,11,2,1003,Lead,Full-time,108307,133578,Onsite,548,120943
JOB-7124,Data Analyst,10,6,1001,Entry,Full-time,58516,86815,Hybrid,146,72666
JOB-7125,Data Scientist,13,4,1002,Entry,Part-time,94679,115450,Hybrid,171,105065
JOB-7126,Data Analyst,6,12,1001,Lead,Contract,84391,110920,Onsite,17,97656
JOB-7127,Data Scientist,18,12,1004,Mid,Full-time,113086,123721,Hybrid,244,118404
JOB-7128,AI Engineer,13,6,1002,Senior,Contract,173897,198471,Onsite,258,186184
JOB-7129,Business Intelligence Analyst,20,5,1003,Entry,Contract,89232,112327,Hybrid,398,100780
JOB-7130,Senior Data Scientist,8,4,1001,Entry,Contract,145057,172586,Remote,133,158822
JOB-7131,Business Intelligence Analyst,19,4,1006,Mid,Part-time,89938,100303,Hybrid,360,95121
JOB-7132,Senior Data Scientist,13,9,1004,Mid,Part-time,92856,107951,Onsite,269,100404
JOB-7133,AI Engineer,5,2,1003,Entry,Part-time,104275,136401,Remote,86,120338
JOB-7134,Data Analyst,8,11,1004,Mid,Contract,64362,99137,Remote,343,81750
JOB-7135,Senior Data Scientist,11,11,1001,Lead,Full-time,96506,101879,Hybrid,599,99193
JOB-7136,Machine Learning Engineer,9,3,1004,Mid,Contract,149258,159382,Hybrid,597,154320
JOB-7137,Data Analyst,5,5,1004,Entry,Full-time,45523,80449,Onsite,597,62986
JOB-7138,Data Engineer,11,10,1005,Lead,Contract,136259,168795,Hybrid,317,152527
JOB-7139,Senior Data Engineer,12,2,1005,Lead,Full-time,138474,150889,Remote,568,144682
JOB-7140,Senior Data Scientist,16,3,1005,Lead,Contract,115284,126052,Onsite,369,120668
JOB-7141,Senior Data Scientist,4,3,1002,Lead,Part-time,100089,113252,Hybrid,186,106671
JOB-7142,Data Engineer,17,8,1005,Entry,Part-time,95200,118179,Hybrid,416,106690
JOB-7143,Machine Learning Engineer,14,12,1001,Entry,Full-time,164129,184343,Remote,378,174236
JOB-7144,Analytics Engineer,15,13,1001,Entry,Contract,111659,136638,Remote,267,124149
JOB-7145,Business Intelligence Analyst,12,10,1003,Lead,Full-time,83658,102314,Onsite,476,92986
JOB-7146,Senior Data Analyst,7,3,1003,Entry,Full-time,85373,109568,Remote,546,97471
JOB-7147,Machine Learning Engineer,8,13,1005,Entry,Contract,114823,121258,Remote,233,118041
JOB-7148,Senior Data Analyst,16,9,1005,Lead,Full-time,83600,93278,Onsite,313,88439
JOB-7149,Data Engineer,3,3,1003,Senior,Full-time,109149,116364,Remote,69,112757
JOB-7150,Data Engineer,12,10,1001,Senior,Contract,131710,156724,Remote,536,144217
JOB-7151,Senior Data Analyst,13,11,1001,Lead,Contract,69024,82665,Onsite,193,75845
JOB-7152,Senior Data Scientist,20,11,1005,Lead,Part-time,140607,174287,Remote,278,157447
JOB-7153,AI Engineer,16,9,1004,Senior,Full-time,173884,199228,Hybrid,427,186556
JOB-7154,Data Engineer,15,1,1005,Senior,Full-time,158520,166996,Hybrid,280,162758
JOB-7155,Senior Data Engineer,6,5,1004,Senior,Part-time,114406,134066,Hybrid,306,124236
JOB-7156,Machine Learning Engineer,8,11,1003,Entry,Full-time,168159,199074,Remote,502,183617
JOB-7157,Senior Data Engineer,11,11,1002,Entry,Part-time,156648,182580,Onsite,203,169614
JOB-7158,Analytics Engineer,1,6,1002,Senior,Part-time,167251,175680,Hybrid,81,171466
JOB-7159,Analytics Engineer,3,1,1003,Entry,Contract,104214,110735,Hybrid,525,107475
JOB-7160,AI Engineer,17,1,1006,Lead,Part-time,147103,180028,Hybrid,255,163566
JOB-7161,AI Engineer,13,7,1006,Entry,Part-time,158294,192040,Hybrid,562,175167
JOB-7162,Senior Data Scientist,6,5,1002,Lead,Full-time,92419,108921,Hybrid,147,100670
JOB-7163,Data Scientist,12,3,1001,Entry,Part-time,140530,148698,Remote,434,144614
JOB-7164,AI Engineer,6,1,1005,Lead,Part-time,179104,211920,Hybrid,78,195512
JOB-7165,AI Engineer,14,5,1002,Mid,Full-time,138499,154804,Remote,324,146652
JOB-7166,Data Scientist,12,5,1006,Senior,Part-time,126455,157392,Hybrid,292,141924
JOB-7167,Machine Learning Engineer,14,4,1001,Lead,Full-time,122298,141212,Hybrid,385,131755
JOB-7168,Senior Data Analyst,18,12,1004,Lead,Part-time,65622,75573,Hybrid,107,70598
JOB-7169,Data Engineer,6,8,1002,Entry,Part-time,115353,120420,Hybrid,597,117887
JOB-7170,Senior Data Analyst,10,12,1004,Mid,Full-time,68285,96697,Remote,61,82491
JOB-7171,Data Scientist,19,4,1006,Mid,Contract,81701,115352,Remote,414,98527
JOB-7172,Senior Data Engineer,8,8,1002,Mid,Contract,137621,146516,Remote,197,142069
JOB-7173,Senior Data Engineer,20,3,1005,Mid,Part-time,100587,122323,Remote,210,111455
JOB-7174,Data Scientist,2,8,1003,Entry,Part-time,112542,140883,Remote,403,126713
JOB-7175,Business Intelligence Analyst,13,10,1003,Lead,Contract,86563,119485,Hybrid,490,103024
JOB-7176,Senior Data Scientist,15,13,1004,Entry,Full-time,89959,102181,Remote,24,96070
JOB-7177,Analytics Engineer,3,6,1001,Entry,Part-time,110205,121180,Onsite,561,115693
JOB-7178,Business Intelligence Analyst,6,7,1004,Lead,Contract,73028,103081,Remote,292,88055
JOB-7179,Senior Data Scientist,16,3,1002,Mid,Full-time,140803,162808,Onsite,156,151806
JOB-7180,Machine Learning Engineer,9,13,1005,Senior,Part-time,120411,150088,Hybrid,280,135250
JOB-7181,Senior Data Engineer,5,6,1002,Senior,Part-time,164320,189850,Remote,547,177085
JOB-7182,Senior Data Analyst,12,5,1004,Mid,Full-time,78202,87345,Hybrid,91,82774
JOB-7183,Business Intelligence Analyst,14,9,1002,Entry,Part-time,86501,119476,Hybrid,361,102989
JOB-7184,Senior Data Engineer,16,12,1005,Entry,Full-time,113883,124507,Onsite,437,119195
JOB-7185,Senior Data Engineer,20,1,1001,Lead,Part-time,169793,192952,Hybrid,380,181373
JOB-7186,Data Engineer,13,9,1005,Lead,Full-time,150866,179641,Hybrid,70,165254
JOB-7187,Data Analyst,7,2,1003,Mid,Contract,62211,78002,Hybrid,586,70107
JOB-7188,Machine Learning Engineer,6,5,1001,Lead,Full-time,130797,143313,Hybrid,45,137055
JOB-7189,Senior Data Scientist,20,2,1004,Mid,Part-time,122743,143314,Hybrid,351,133029
JOB-7190,Data Analyst,3,3,1002,Senior,Part-time,75395,83457,Hybrid,11,79426
JOB-7191,Senior Data Scientist,17,9,1005,Entry,Contract,148779,166469,Remote,187,157624
JOB-7192,Data Scientist,4,4,1004,Senior,Part-time,139917,161319,Hybrid,103,150618
JOB-7193,Machine Learning Engineer,15,3,1006,Senior,Full-time,177178,211354,Remote,455,194266
JOB-7194,Business Intelligence Analyst,2,5,1002,Senior,Part-time,62693,92679,Onsite,239,77686
JOB-7195,Data Analyst,12,12,1004,Mid,Part-time,85600,97061,Hybrid,163,91331
JOB-7196,Data Scientist,14,2,1002,Senior,Part-time,135645,152832,Hybrid,592,144239
JOB-7197,Business Intelligence Analyst,19,5,1005,Mid,Full-time,49493,82593,Onsite,389,66043
JOB-7198,Data Engineer,6,1,1002,Senior,Part-time,175920,207839,Onsite,216,191880
JOB-7199,Data Analyst,4,10,1001,Entry,Full-time,46374,74927,Remote,535,60651
JOB-7200,Data Analyst,5,1,1002,Mid,Part-time,64797,72568,Onsite,372,68683
JOB-7201,Data Analyst,13,9,1003,Senior,Contract,59642,72058,Onsite,236,65850
JOB-7202,Data Scientist,14,10,1004,Mid,Part-time,115648,120777,Hybrid,559,118213
JOB-7203,Senior Data Scientist,17,8,1004,Lead,Part-time,107132,121007,Onsite,391,114070
JOB-7204,Business Intelligence Analyst,16,12,1005,Entry,Contract,57134,91805,Onsite,457,74470
JOB-7205,Analytics Engineer,16,7,1004,Entry,Contract,96211,128205,Hybrid,164,112208
JOB-7206,Senior Data Analyst,4,1,1003,Senior,Full-time,71784,77002,Hybrid,136,74393
JOB-7207,Analytics Engineer,16,10,1002,Lead,Full-time,100087,108736,Remote,255,104412
JOB-7208,Data Scientist,7,8,1006,Entry,Contract,84426,108989,Hybrid,460,96708
JOB-7209,Data Engineer,8,2,1006,Mid,Full-time,126907,143376,Onsite,330,135142
JOB-7210,Data Scientist,17,10,1004,Senior,Full-time,113444,133381,Remote,464,123413
JOB-7211,Senior Data Engineer,17,4,1002,Senior,Part-time,112623,117865,Hybrid,156,115244
JOB-7212,Analytics Engineer,17,1,1004,Mid,Full-time,148544,176295,Remote,159,162420
JOB-7213,Senior Data Scientist,1,2,1004,Lead,Part-time,114572,145426,Hybrid,137,129999
JOB-7214,Analytics Engineer,10,1,1002,Entry,Part-time,122420,143410,Remote,122,132915
JOB-7215,Data Analyst,3,11,1006,Mid,Full-time,47491,62328,Hybrid,464,54910
JOB-7216,AI Engineer,8,2,1004,Mid,Full-time,118781,145153,Hybrid,154,131967
JOB-7217,Data Analyst,7,9,1006,Mid,Contract,73534,82617,Remote,226,78076
JOB-7218,Business Intelligence Analyst,6,5,1003,Lead,Contract,45314,56036,Hybrid,331,50675
JOB-7219,Senior Data Scientist,9,12,1003,Mid,Part-time,115762,149576,Remote,114,132669
JOB-7220,Data Engineer,13,7,1003,Entry,Contract,103165,123234,Onsite,52,113200
JOB-7221,Senior Data Engineer,8,13,1006,Entry,Contract,122907,143963,Hybrid,423,133435
JOB-7222,Senior Data Scientist,5,11,1006,Lead,Part-time,90888,125880,Hybrid,318,108384
JOB-7223,Machine Learning Engineer,19,10,1005,Senior,Full-time,139366,166565,Remote,238,152966
JOB-7224,Machine Learning Engineer,20,10,1003,Entry,Full-time,118412,132871,Remote,442,125642
JOB-7225,Senior Data Analyst,9,4,1004,Entry,Part-time,58463,91072,Onsite,8,74768
JOB-7226,Senior Data Scientist,14,2,1004,Senior,Part-time,130035,162145,Hybrid,520,146090
JOB-7227,Senior Data Scientist,18,5,1002,Lead,Part-time,143550,152212,Remote,301,147881
JOB-7228,Machine Learning Engineer,14,7,1001,Mid,Contract,134470,155790,Hybrid,175,145130
JOB-7229,Data Analyst,13,3,1004,Lead,Contract,63922,78332,Hybrid,479,71127
JOB-7230,Data Scientist,1,5,1003,Mid,Part-time,81861,89685,Hybrid,209,85773
JOB-7231,Business Intelligence Analyst,17,9,1002,Entry,Full-time,89068,98245,Hybrid,50,93657
JOB-7232,Senior Data Analyst,9,1,1002,Mid,Part-time,74768,100952,Hybrid,504,87860
JOB-7233,Senior Data Engineer,11,13,1001,Entry,Full-time,164767,172893,Hybrid,436,168830
JOB-7234,Senior Data Engineer,18,11,1004,Mid,Contract,106007,135114,Hybrid,591,120561
JOB-7235,Data Scientist,6,4,1004,Mid,Part-time,124609,136022,Remote,510,130316
JOB-7236,AI Engineer,4,8,1002,Senior,Full-time,116131,121438,Hybrid,304,118785
JOB-7237,Senior Data Engineer,20,9,1002,Lead,Contract,151786,165445,Remote,328,158616
JOB-7238,Senior Data Scientist,14,9,1004,Senior,Full-time,122958,146327,Onsite,85,134643
JOB-7239,Analytics Engineer,6,4,1005,Mid,Contract,134860,166757,Remote,446,150809
JOB-7240,Data Scientist,12,8,1003,Entry,Full-time,110566,129742,Hybrid,74,120154
JOB-7241,Analytics Engineer,9,10,1006,Mid,Part-time,128199,143681,Remote,488,135940
JOB-7242,Data Scientist,3,6,1002,Mid,Contract,148693,172602,Onsite,338,160648
JOB-7243,Senior Data Engineer,20,5,1002,Entry,Contract,161519,184913,Onsite,221,173216
JOB-7244,Senior Data Scientist,19,12,1005,Entry,Full-time,85231,93064,Onsite,47,89148
JOB-7245,Senior Data Scientist,20,4,1006,Lead,Part-time,144295,166325,Onsite,144,155310
JOB-7246,AI Engineer,18,1,1005,Senior,Full-time,156449,166292,Hybrid,290,161371
JOB-7247,Senior Data Engineer,11,10,1006,Lead,Full-time,153380,177557,Remote,308,165469
JOB-7248,Analytics Engineer,7,4,1004,Entry,Part-time,153186,174670,Remote,65,163928
JOB-7249,Analytics Engineer,17,7,1002,Mid,Full-time,145618,161831,Onsite,127,153725
JOB-7250,AI Engineer,11,11,1005,Mid,Part-time,159050,188864,Hybrid,12,173957
JOB-7251,Senior Data Engineer,10,3,1004,Senior,Contract,174890,209494,Remote,250,192192
JOB-7252,Machine Learning Engineer,15,9,1006,Senior,Full-time,110518,120486,Onsite,568,115502
JOB-7253,Senior Data Scientist,6,7,1001,Lead,Contract,136704,160774,Remote,43,148739
JOB-7254,Senior Data Engineer,4,5,1002,Entry,Full-time,112404,136568,Remote,14,124486
JOB-7255,Business Intelligence Analyst,12,3,1004,Entry,Contract,46266,80021,Onsite,398,63144
JOB-7256,Senior Data Analyst,20,5,1004,Entry,Contract,81760,98990,Remote,596,90375
JOB-7257,Data Engineer,17,2,1003,Entry,Full-time,167779,177470,Onsite,570,172625
JOB-7258,AI Engineer,18,3,1004,Senior,Full-time,109578,137961,Onsite,187,123770
JOB-7259,Data Engineer,1,7,1004,Lead,Contract,111859,133246,Hybrid,118,122553
JOB-7260,Business Intelligence Analyst,3,1,1002,Entry,Part-time,69548,96940,Hybrid,184,83244
JOB-7261,Machine Learning Engineer,4,8,1001,Entry,Contract,144343,170444,Remote,546,157394
JOB-7262,Analytics Engineer,8,12,1002,Lead,Part-time,115125,149597,Remote,366,132361
JOB-7263,Data Scientist,17,5,1004,Mid,Part-time,135328,142454,Hybrid,99,138891
JOB-7264,Senior Data Engineer,19,13,1005,Entry,Full-time,144640,163958,Remote,176,154299
JOB-7265,Business Intelligence Analyst,8,10,1005,Mid,Part-time,75715,106613,Hybrid,137,91164
JOB-7266,Senior Data Engineer,17,11,1005,Mid,Part-time,139314,159042,Hybrid,450,149178
JOB-7267,Data Analyst,5,2,1006,Senior,Full-time,67639,90852,Hybrid,28,79246
JOB-7268,Data Engineer,7,3,1002,Senior,Full-time,167328,198369,Onsite,521,182849
JOB-7269,Senior Data Analyst,4,10,1002,Lead,Full-time,63160,92195,Remote,479,77678
JOB-7270,Senior Data Engineer,2,9,1006,Lead,Part-time,157961,190014,Onsite,219,173988
JOB-7271,Analytics Engineer,13,6,1005,Senior,Full-time,133754,157647,Hybrid,327,145701
JOB-7272,Data Engineer,20,8,1003,Entry,Contract,98673,122858,Remote,527,110766
JOB-7273,Data Analyst,16,2,1004,Lead,Full-time,48922,61475,Hybrid,267,55199
JOB-7274,Senior Data Analyst,16,11,1001,Senior,Full-time,57423,87547,Onsite,131,72485
JOB-7275,AI Engineer,10,7,1003,Mid,Contract,163422,190723,Hybrid,87,177073
JOB-7276,AI Engineer,15,8,1004,Entry,Part-time,156405,166108,Onsite,255,161257
JOB-7277,AI Engineer,19,12,1004,Entry,Full-time,105707,128224,Hybrid,265,116966
JOB-7278,Data Engineer,20,13,1003,Mid,Part-time,164770,171567,Hybrid,190,168169
JOB-7279,AI Engineer,1,1,1005,Lead,Contract,144575,172241,Onsite,477,158408
JOB-7280,Data Engineer,1,4,1005,Lead,Part-time,123148,130153,Onsite,302,126651
JOB-7281,Data Scientist,3,7,1006,Lead,Full-time,116620,140953,Remote,495,128787
JOB-7282,Senior Data Scientist,19,4,1005,Mid,Part-time,95809,122009,Hybrid,497,108909
JOB-7283,Data Scientist,20,7,1004,Entry,Part-time,134124,142457,Hybrid,436,138291
JOB-7284,Analytics Engineer,6,13,1006,Entry,Full-time,173259,201001,Hybrid,186,187130
JOB-7285,Data Engineer,9,3,1001,Senior,Part-time,98684,120176,Onsite,323,109430
JOB-7286,Business Intelligence Analyst,13,11,1006,Entry,Contract,85072,95917,Onsite,157,90495
JOB-7287,Senior Data Analyst,1,6,1004,Lead,Contract,58620,76540,Remote,474,67580
JOB-7288,Data Scientist,5,4,1003,Lead,Part-time,112660,126141,Remote,558,119401
JOB-7289,Senior Data Analyst,18,7,1002,Senior,Contract,57425,66170,Onsite,195,61798
JOB-7290,Senior Data Engineer,3,2,1003,Entry,Contract,149794,181561,Hybrid,294,165678
JOB-7291,Machine Learning Engineer,4,11,1001,Lead,Contract,109633,141495,Onsite,173,125564
JOB-7292,Senior Data Scientist,17,9,1004,Entry,Contract,123771,140306,Onsite,129,132039
JOB-7293,Machine Learning Engineer,5,5,1003,Lead,Full-time,105677,112925,Remote,448,109301
JOB-7294,Senior Data Analyst,8,9,1005,Mid,Part-time,76573,93097,Hybrid,235,84835
JOB-7295,Machine Learning Engineer,16,1,1004,Senior,Contract,145917,178770,Remote,369,162344
JOB-7296,Data Scientist,16,12,1003,Senior,Part-time,127168,138207,Remote,589,132688
JOB-7297,Business Intelligence Analyst,12,12,1006,Mid,Part-time,70821,83767,Hybrid,182,77294
JOB-7298,Business Intelligence Analyst,6,3,1002,Senior,Full-time,71925,80864,Remote,593,76395
JOB-7299,Senior Data Engineer,14,1,1003,Senior,Contract,175124,201502,Onsite,90,188313
JOB-7300,Data Scientist,4,12,1003,Mid,Part-time,100242,118828,Remote,133,109535
JOB-7301,Machine Learning Engineer,13,13,1005,Mid,Contract,149549,170898,Onsite,298,160224
JOB-7302,Senior Data Engineer,19,7,1004,Mid,Part-time,105376,120480,Hybrid,124,112928
JOB-7303,Data Engineer,7,8,1006,Senior,Part-time,109765,127361,Hybrid,449,118563
JOB-7304,Senior Data Analyst,9,3,1002,Entry,Full-time,61487,66495,Remote,410,63991
JOB-7305,Data Engineer,4,10,1002,Lead,Contract,178727,198469,Onsite,147,188598
JOB-7306,AI Engineer,6,2,1002,Entry,Part-time,103405,123724,Hybrid,588,113565
JOB-7307,AI Engineer,14,13,1003,Lead,Full-time,158966,165709,Onsite,38,162338
JOB-7308,Machine Learning Engineer,8,12,1006,Mid,Full-time,177771,193468,Onsite,214,185620
JOB-7309,Data Engineer,10,3,1004,Senior,Contract,110103,132727,Onsite,549,121415
JOB-7310,Data Scientist,19,7,1001,Lead,Contract,102912,133369,Hybrid,254,118141
JOB-7311,Senior Data Analyst,13,9,1005,Entry,Full-time,83738,99238,Remote,576,91488
JOB-7312,Machine Learning Engineer,14,13,1002,Lead,Part-time,149800,173220,Remote,537,161510
JOB-7313,Data Engineer,10,10,1006,Entry,Full-time,150465,185352,Hybrid,407,167909
JOB-7314,Senior Data Engineer,15,8,1003,Lead,Contract,134461,143361,Hybrid,396,138911
JOB-7315,Senior Data Analyst,18,5,1006,Entry,Contract,84682,103064,Remote,229,93873
JOB-7316,Senior Data Scientist,16,7,1002,Lead,Contract,116078,134605,Onsite,315,125342
JOB-7317,Senior Data Analyst,3,6,1004,Senior,Part-time,68783,100754,Onsite,29,84769
JOB-7318,Machine Learning Engineer,6,3,1003,Senior,Contract,103298,110762,Onsite,339,107030
JOB-7319,Data Scientist,8,2,1001,Mid,Part-time,146805,172779,Hybrid,63,159792
JOB-7320,Data Analyst,10,13,1006,Mid,Contract,86425,101372,Remote,538,93899
JOB-7321,Analytics Engineer,2,5,1005,Senior,Part-time,134582,144830,Onsite,22,139706
JOB-7322,Data Analyst,6,4,1006,Entry,Part-time,74581,85989,Remote,188,80285
JOB-7323,Machine Learning Engineer,20,3,1006,Entry,Full-time,123053,138577,Onsite,206,130815
JOB-7324,Data Engineer,5,11,1003,Lead,Full-time,152198,175955,Onsite,474,164077
JOB-7325,Data Analyst,19,6,1003,Mid,Part-time,89635,110383,Hybrid,466,100009
JOB-7326,Senior Data Analyst,15,13,1004,Entry,Part-time,86475,117736,Onsite,187,102106
JOB-7327,Senior Data Engineer,19,8,1005,Lead,Full-time,172247,180694,Hybrid,509,176471
JOB-7328,Data Engineer,12,9,1005,Lead,Part-time,173771,207978,Onsite,563,190875
JOB-7329,AI Engineer,16,10,1006,Entry,Part-time,153178,164066,Onsite,189,158622
JOB-7330,Data Engineer,8,13,1005,Mid,Contract,168436,194562,Onsite,460,181499
JOB-7331,Senior Data Scientist,4,1,1003,Entry,Full-time,102070,123048,Remote,568,112559
